"id",Market,Product Name,Price,Original Price,Discount,Image URL,Local Image Path
"592","Araz Torgovaya","Milka Plitka Şokolad Fındıqlı 90 qr","2.29","5.39","58%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/07914cec-5859-11ee-88ec-6ad8f6c0c08b_7622210308108.jpg","images/milka_plitka__okolad_f_nd_ql__90_qr_591.jpg"
"593","Araz Torgovaya","Long Çips Qırmızı Soğan 75qr","1.99","2.75","28%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/da6295ba-ae1f-11ee-9c2a-16ff98f168a6_11111.png","images/long__ips_q_rm_z__so_an_75qr_592.png"
"594","Araz Torgovaya","Akulchev Venskie Vafli Zemlyanika 400qr","3.99","5.00","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/2727eee0-bc53-11ee-9bd9-caec5cd12c2b_11111.png","images/akulchev_venskie_vafli_zemlyanika_400qr_593.png"
"595","Araz Torgovaya","Gerda Kere Yag 82% 200qr","4.95","6.25","21%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/542d207e-c128-11ef-aa18-42541c8de3a1_______________________3_.png","images/gerda_kere_yag_82__200qr_594.png"
"596","Araz Torgovaya","Kent Şəkər Pudrası 125qr","1.55","1.70","9%","https://image-resizer-proxy.development.dev.woltapi.com/wolt-dev-development-restaurant-api-menu-images/menu-images/62ac40c35daa642602a0231b/4945b3c4-9545-11ef-a769-22121b2074c6_8694587110263.jpg","images/kent___k_r_pudras__125qr_595.jpg"
"597","Araz Torgovaya","Olitalia Fiordolio Qarğıdalı Yağı 1l","9.90","10.90","9%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/39263758-eec7-11ef-a69e-c281eca53b41_8007150909568.jpg","images/olitalia_fiordolio_qar__dal__ya___1l_596.jpg"
"598","Araz Torgovaya","Danone  Yogurt 100qr Banan Kz","0.49","0.55","11%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/b87db266-84a3-11f0-82a4-ce2087c414bb_danone_photoroom_photoroom.png","images/danone__yogurt_100qr_banan_kz_597.png"
"599","Araz Torgovaya","Cornetto Dondurma Max Şokoladlı 130 ml","2.99","3.90","23%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/32bf6f0c-9df3-11f0-9d05-c677ae01ca09_1000136773.jpg","images/cornetto_dondurma_max__okoladl__130_ml_598.jpg"
"600","Araz Torgovaya","Sab Camışlı Qatıq 650 Qr","2.65","3.15","16%","https://image-resizer-proxy.development.dev.woltapi.com/wolt-dev-development-restaurant-api-menu-images/menu-images/62ac40c35daa642602a0231b/a162c1c6-9547-11ef-a6e1-ea0eb259f771_4760003200246.jpg","images/sab_cam__l__qat_q_650_qr_599.jpg"
"601","Araz Torgovaya","Darling İt Yemi Mal Əti ilə 26×75qr","0.55","0.65","15%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/33b2655c-d5a4-11f0-ad0b-7e568db4991e_1000094049.jpg","images/darling__t_yemi_mal__ti_il__26_75qr_600.jpg"
"602","Araz Torgovaya","Sante Fındıq və Badam Baton 35qr","1.39","1.74","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/1e110030-b5f5-11ee-b631-8ea4518e682b_11111.png","images/sante_f_nd_q_v__badam_baton_35qr_601.png"
"603","Araz Torgovaya","Oral-B Diş İpi Bantı Pro-Expert 25m","5.79","6.90","16%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/97bde7e2-c154-11f0-be9b-0aa8886cc991_8700216365468.jpg","images/oral_b_di___pi_bant__pro_expert_25m_602.jpg"
"604","Araz Torgovaya","Nv Mətbəx Süngəri 5+1əd.","0.99","2.25","56%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/c615c6d4-eec6-11ef-8cd3-4a75d26c4036_4823058300962.jpg","images/nv_m_tb_x_s_ng_ri_5_1_d__603.jpg"
"605","Araz Torgovaya","Gala Pambıq Çubuğu 200lü","1.99","2.15","7%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/9dae8466-bc21-11ee-9f94-f26124fa1408_11111.png","images/gala_pamb_q__ubu_u_200l__604.png"
"606","Araz Torgovaya","Bloom Maye Sabun Qızılgül 1 L","2.29","3.35","32%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/30ad91bc-ceae-11f0-bb4b-4e55577bf6ba_1000014783.jpg","images/bloom_maye_sabun_q_z_lg_l_1_l_605.jpg"
"607","Araz Torgovaya","Berg Cola Qazlı İçki 250ml","0.39","0.60","35%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/f1471eb0-d5d0-11f0-a996-eaafc84882d5_1000139706.jpg","images/berg_cola_qazl____ki_250ml_606.jpg"
"608","Araz Torgovaya","Oreo Kakao-Vanil Kremalı Pechenye 95qr","1.49","2.39","38%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/8049eee6-bc40-11ee-a947-c2926251a85b_11111.png","images/oreo_kakao_vanil_kremal__pechenye_95qr_607.png"
"609","Araz Torgovaya","7Days Kruassan 65qr Krem Kakao","1.29","1.79","28%","https://wolt-menu-images-cdn.wolt.com/menu-images/6082a8c7376cf8c5b3dcbdf0/ccac9030-9b68-11ed-9e48-e6cc9bee0d83_frame_1.jpeg","images/7days_kruassan_65qr_krem_kakao_608.jpeg"
"610","Araz Torgovaya","Long Çips Xama 75qr","1.99","2.75","28%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/ca75cb00-ae1e-11ee-a614-0a61560ead56_11111.png","images/long__ips_xama_75qr_609.png"
"611","Araz Torgovaya","Belarusiya Kərə Yağı 82.5% 1 kq","19.99","24.50","18%","https://wolt-menu-images-cdn.wolt.com/menu-images/604f1b91edd7ae05ebb52f33/62abe002-96bd-11eb-b3a7-3aedca96417f_belarusiya_k_r__yag___82.5__1_kq.jpeg","images/belarusiya_k_r__ya___82_5__1_kq_610.jpeg"
"612","Araz Torgovaya","Sab Kəsmik 0% 200qr","1.75","2.00","13%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/1bce8d0a-be75-11ee-9be0-aae9f7ba3517_11111.png","images/sab_k_smik_0__200qr_611.png"
"613","Araz Torgovaya","Moloçnaya Kapelka Şor Qaymaqlı 400 qr","2.29","2.85","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/b8663c3c-5857-11ee-8a96-7ed79a64f8bd_4760159020767.jpg","images/molo_naya_kapelka__or_qaymaql__400_qr_612.jpg"
"614","Araz Torgovaya","Vanish Maye Ağ Paltar üçün 450 ml","4.99","7.00","29%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/f00a1f40-5858-11ee-9c42-b666489b99b8_5900627027433.jpg","images/vanish_maye_a__paltar____n_450_ml_613.jpg"
"615","Araz Torgovaya","Tada Ton Balığı Konservi Zeytun Yağlı 160qr","3.49","4.95","29%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/9942db58-93a6-11f0-9336-d27b22fda55e_1000137313.jpg","images/tada_ton_bal____konservi_zeytun_ya_l__160qr_614.jpg"
"616","Araz Torgovaya","Selpak Mətbəx Dəsmalı 2 Rulon","3.59","5.10","30%","https://wolt-menu-images-cdn.wolt.com/menu-images/6082a8c7376cf8c5b3dcbdf0/baf170e2-9b66-11ed-b958-e6cc9bee0d83_frame_1.jpeg","images/selpak_m_tb_x_d_smal__2_rulon_615.jpeg"
"617","Araz Torgovaya","Aquşa Alma Albalı Şirəsi 200ml","1.15","1.35","15%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/136e49fa-b913-11ee-88b1-620282cfaa39_11111.png","images/aqu_a_alma_albal___ir_si_200ml_616.png"
"618","Araz Torgovaya","Zedazeni Limonad Tarxun Suse 500 Ml","1.39","1.80","23%","https://wolt-menu-images-cdn.wolt.com/menu-images/shared/e4a46770-56b2-11ee-8ad6-7e0c02c6f7d1_frame_1.png","images/zedazeni_limonad_tarxun_suse_500_ml_617.png"
"619","Araz Torgovaya","Finish Tablet All in 1 25əd","19.50","24.85","22%","https://image-resizer-proxy.development.dev.woltapi.com/wolt-dev-development-restaurant-api-menu-images/menu-images/62ac40c35daa642602a0231b/bc27235c-95a7-11ef-aa48-e6d93bf4650f_4607109409619.jpg","images/finish_tablet_all_in_1_25_d_618.jpg"
"620","Araz Torgovaya","Milka Fındıqlı Şokolad Pastası 350qr","6.99","14.38","51%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/62a55df8-b5d8-11ee-bfc8-9ea4d706f480_11111.png","images/milka_f_nd_ql___okolad_pastas__350qr_619.png"
"621","Araz Torgovaya","Rexona Stick 40ml Cotton","5.99","8.04","25%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/babcd3b2-b903-11ee-b9e9-7a320ffef098_11111.png","images/rexona_stick_40ml_cotton_620.png"
"622","Araz Torgovaya","Bloom Salfet 23x21 sm 180 əd.","1.10","1.50","27%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/f60a0e1c-d5d0-11f0-9ea9-7a9f63f747bf_1000139731.jpg","images/bloom_salfet_23x21_sm_180__d__621.jpg"
"623","Araz Torgovaya","Sante Qusuzumu və Moruq Baton 35qr","1.39","1.74","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/846c2526-b5f5-11ee-8349-2a28a157e2c8_11111.png","images/sante_qusuzumu_v__moruq_baton_35qr_622.png"
"624","Araz Torgovaya","Long Çips Krab 75qr","1.99","2.75","28%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/54f091f8-ae1e-11ee-b45e-021a83f32b4c_11111.png","images/long__ips_krab_75qr_623.png"
"625","Araz Torgovaya","Sante Xırçıldayan Gavalı Batonu 35qr","1.39","1.74","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/079d2022-b5f5-11ee-bf69-e2f7e60f6c7a_11111.png","images/sante_x_r__ldayan_gaval__batonu_35qr_624.png"
"626","Araz Torgovaya","Gürsüt Örgü Pendir 200qr","4.39","5.50","20%","https://image-resizer-proxy.development.dev.woltapi.com/wolt-dev-development-restaurant-api-menu-images/menu-images/62ac40c35daa642602a0231b/f72f6130-95a7-11ef-85b7-e6d93bf4650f_8683052991520.jpg","images/g_rs_t__rg__pendir_200qr_625.jpg"
"627","Araz Torgovaya","Soba Donmuş Şabalıd 500qr","6.99","9.00","22%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/d8a67d60-aed6-11ee-871b-ce83948877ee_11111.png","images/soba_donmu___abal_d_500qr_626.png"
"628","Araz Torgovaya","Ff Santa Bremor Qizil Baliq Kuru 230qr","3.59","3.99","10%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/aeb483f2-ad3d-11ee-90d2-ee1cf64d2abb_11111.png","images/ff_santa_bremor_qizil_baliq_kuru_230qr_627.png"
"629","Araz Torgovaya","Karbonat 6x24x40gr Soyigit","0.19","0.25","24%","No image",""
"630","Araz Torgovaya","Şax Gold Suprime Qara Çay 400 Qr","6.79","10.55","36%","https://image-resizer-proxy.development.dev.woltapi.com/wolt-dev-development-restaurant-api-menu-images/menu-images/62ac40c35daa642602a0231b/c91ddbbe-9548-11ef-9f7d-7a552295d68c_4605246015052.jpg","images/_ax_gold_suprime_qara__ay_400_qr_629.jpg"
"631","Araz Torgovaya","Purina One Pişik Yemi Quru 200qr","2.79","3.50","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/054eb7ec-d5a4-11f0-a456-12c9eda28a68_1000010533.jpg","images/purina_one_pi_ik_yemi_quru_200qr_630.jpg"
"632","Araz Torgovaya","Joys Duzlu Yerfındığı 150qr","1.99","2.50","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/36c36fb4-adfd-11ee-9b87-52375a773fbd_11111.png","images/joys_duzlu_yerf_nd____150qr_631.png"
"633","Araz Torgovaya","Dardanel Ton Aycicekyagli 140qr","4.99","6.00","17%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/2ae21d90-b149-11ee-a65f-cae3ab83fe9d_11111.png","images/dardanel_ton_aycicekyagli_140qr_632.png"
"634","Araz Torgovaya","Xlebci Xırtıldayan 100qr Qarabaşaqlı","0.95","1.40","32%","https://image-resizer-proxy.development.dev.woltapi.com/wolt-dev-development-restaurant-api-menu-images/menu-images/62ac40c35daa642602a0231b/32d2abac-9544-11ef-a4b7-7a552295d68c_4610005640093.jpg","images/xlebci_x_rt_ldayan_100qr_qaraba_aql__633.jpg"
"635","Araz Torgovaya","Pegah Uht Qaymaq Light 200qr","1.19","1.45","18%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/9caca292-b6ae-11ed-a8d0-3a8645c01da0_frame_1.jpeg","images/pegah_uht_qaymaq_light_200qr_634.jpeg"
"636","Araz Torgovaya","Ulker Albeni Atıştırmalık 72qr","1.65","2.00","18%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/13013d76-c00f-11ee-9e7c-1208c8f42c25_11111.png","images/ulker_albeni_at__t_rmal_k_72qr_635.png"
"637","Araz Torgovaya","Roshen Baton Pomadno Şokolad 43 qr","0.79","1.10","28%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/db4bf66e-5858-11ee-b80f-3aa0e53ac0db_4823077613609.jpg","images/roshen_baton_pomadno__okolad_43_qr_636.jpg"
"638","Araz Torgovaya","Persil Avtomat Color Plus 3kq","13.95","19.05","27%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/235ca440-b46f-11ee-bb8c-3aa6f98a3d6d_11111.png","images/persil_avtomat_color_plus_3kq_637.png"
"639","Araz Torgovaya","Long Çips Bbq 75qr","1.99","2.75","28%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/9edd1600-ae1f-11ee-a566-76c5141ed6e8_11111.png","images/long__ips_bbq_75qr_638.png"
"640","Araz Torgovaya","Pero Tualet Kagızı Mix 8 Rulon 3 Qat","4.49","8.55","47%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/f3448d40-baa4-11ee-9fa1-564de0e84837_11111.png","images/pero_tualet_kag_z__mix_8_rulon_3_qat_639.png"
"641","Araz Torgovaya","Algida Dondurma Cornetto Vanil-Karamel 140 ml","2.99","3.90","23%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/e7d6ccac-5857-11ee-a298-36e75b298c5c_8690637818370.jpg","images/algida_dondurma_cornetto_vanil_karamel_140_ml_640.jpg"
"642","Araz Torgovaya","Pikanta Kabaçok Kürüsü 450qr","3.35","3.85","13%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/0686df9c-b399-11ee-88f5-b2dd333137e7_11111.png","images/pikanta_kaba_ok_k_r_s__450qr_641.png"
"643","Araz Torgovaya","7 Days Kruassan Qatlaşdırılmış Süd 200qr","2.99","4.59","35%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/de316d52-b76b-11ed-b9f4-3a4e05cb3578_frame_1.jpeg","images/7_days_kruassan_qatla_d_r_lm___s_d_200qr_642.jpeg"
"644","Araz Torgovaya","Bloom Maye Sabun Okean 1 L","2.29","3.35","32%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/94f6e066-e23b-11ef-ad0e-1eba3ec25376_1000014968.jpg","images/bloom_maye_sabun_okean_1_l_643.jpg"
"645","Araz Torgovaya","Ulker Pecenye Kakao 175gr","1.19","1.49","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/0ce3774c-bc40-11ee-96c5-5e58cb856a18_0083823_p_ulker_petibor_biskuvi_175_gr_x_16li_paket_kakaolu_550_photoroom.png","images/ulker_pecenye_kakao_175gr_644.png"
"646","Araz Torgovaya","Beta Snax Araxis 120qr","1.99","2.35","15%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/36e5f3a0-9554-11f0-ab18-4a3b53ef6d3a_1000014881.jpg","images/beta_snax_araxis_120qr_645.jpg"
"647","Araz Torgovaya","Cici Bebe Banan 172qr","1.69","2.20","23%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/ebc7c4f2-b94f-11ee-bfe3-a62a3b1cd5fc_11111.png","images/cici_bebe_banan_172qr_646.png"
"648","Araz Torgovaya","Sante Fındıq Badam Ilə Şok Xırcıl 40qr","1.39","1.74","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/23e1f5f8-b5e8-11ee-afe3-0640019ec99e_11111.png","images/sante_f_nd_q_badam_il___ok_x_rc_l_40qr_647.png"
"649","Araz Torgovaya","Tac Südlü Bulka 180qr","0.99","1.20","18%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/5389aa40-ceae-11f0-b53a-22bc158e1bd2_1000134431.jpg","images/tac_s_dl__bulka_180qr_648.jpg"
"650","Araz Torgovaya","Xonça Ərikli Bükmə","0.69","0.89","22%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/194cef9a-bc62-11ef-a9bb-1e063c8a6c29__rikli_b_km_.jpg","images/xon_a__rikli_b_km__649.jpg"
"651","Araz Torgovaya","Olitalia Pomace Zeytun Yağı Şüşə 1 Lt","23.00","26.90","14%","https://image-resizer-proxy.development.dev.woltapi.com/wolt-dev-development-restaurant-api-menu-images/menu-images/62ac40c35daa642602a0231b/d7049636-953f-11ef-b1af-7a552295d68c_8007150904969.jpg","images/olitalia_pomace_zeytun_ya________1_lt_650.jpg"
"652","Araz Torgovaya","Kubanskie Xlebçi Qarabaşaq Duyu Noxudlu 100qr","0.95","1.40","32%","https://image-resizer-proxy.development.dev.woltapi.com/wolt-dev-development-restaurant-api-menu-images/menu-images/62ac40c35daa642602a0231b/75b92c6e-95a5-11ef-89e3-ea9a61ad92fb_4610005641076.jpg","images/kubanskie_xleb_i_qaraba_aq_duyu_noxudlu_100qr_651.jpg"
"653","Araz Torgovaya","Oreo Kakao-Vanil Kremli 38 qr","0.79","1.09","28%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/0729bece-5859-11ee-9c8a-66e526339ed2_7622210375735.jpg","images/oreo_kakao_vanil_kremli_38_qr_652.jpg"
"654","Araz Torgovaya","Lays Çips Pendirli 37 Qr","0.79","1.00","21%","https://image-resizer-proxy.development.dev.woltapi.com/wolt-dev-development-restaurant-api-menu-images/menu-images/62ac40c35daa642602a0231b/e09b727c-9545-11ef-8430-ea0eb259f771_4690388116163.jpg","images/lays__ips_pendirli_37_qr_653.jpg"
"655","Araz Torgovaya","Korovuşka Kərə Yağı 180qr","3.65","4.65","22%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/3b1a779a-b11a-11ee-8f82-22722dd824e5_11111.png","images/korovu_ka_k_r__ya___180qr_654.png"
"656","Araz Torgovaya","Novax Folqa Aliminium 10m","2.25","3.60","38%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/69fb1788-b6c7-11ee-a795-1a1fae514e9f_11111.png","images/novax_folqa_aliminium_10m_655.png"
"657","Araz Torgovaya","Oral-B Ağız Suyu Professional 250 ml","5.89","6.95","15%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/0de906dc-c154-11f0-90a9-6eca3965c5a1_5013965850455.jpg","images/oral_b_a__z_suyu_professional_250_ml_656.jpg"
"658","Araz Torgovaya","Spark Yağlı Bişirmə Kağızı 15m","4.95","6.30","21%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/a9ef7e02-f810-11ef-b8f5-26fb037299e0_1000016234.jpg","images/spark_ya_l__bi_irm__ka__z__15m_657.jpg"
"659","Araz Torgovaya","Roshen 38 qr Baton Milk Chocolate Badamlı Kokoslu","0.79","1.05","25%","https://image-resizer-proxy.development.dev.woltapi.com/wolt-dev-development-restaurant-api-menu-images/menu-images/62ac40c35daa642602a0231b/4be1c862-953f-11ef-8f07-7a552295d68c_4823077639449.jpg","images/roshen_38_qr_baton_milk_chocolate_badaml__kokoslu_658.jpg"
"660","Araz Torgovaya","NV Alüminium Folqa 5 m","1.65","2.55","35%","No image",""
"661","Araz Torgovaya","Chipsim Pendir 140 qr","2.29","2.79","18%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/512108e8-ae08-11ee-9e16-82a8310ecd8b_11111.png","images/chipsim_pendir_140_qr_660.png"
"662","Araz Torgovaya","Chipsim Kabab 140qr","2.29","2.79","18%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/e9151cf8-ae07-11ee-ab5f-ca5623d31e0b_11111.png","images/chipsim_kabab_140qr_661.png"
"663","Araz Torgovaya","Smart Ayaqqabı üçün Kraska Qubkalı 2*1","2.45","2.79","12%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/a93f0400-b6c6-11ee-8ece-1ea31de82b35_11111.png","images/smart_ayaqqab_____n_kraska_qubkal__2_1_662.png"
"664","Araz Torgovaya","Russkiy Biskvit Rulet Şokolad 300 qr","2.29","2.80","18%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/939e4d8a-5858-11ee-83f1-2a925d98a3b6_4605082000090.jpg","images/russkiy_biskvit_rulet__okolad_300_qr_663.jpg"
"665","Araz Torgovaya","Libresse Gündəlik Normal 20","2.09","2.85","27%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/36f3202c-b930-11ee-ac29-fa61d5d88cac_11111.png","images/libresse_g_nd_lik_normal_20_664.png"
"666","Araz Torgovaya","NV Bez Universal 5+1 ədəd","1.69","2.85","41%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/b02157f0-f806-11ef-965e-be127b4a2811_1000017220.jpg","images/nv_bez_universal_5_1__d_d_665.jpg"
"667","Araz Torgovaya","Moloçnaya Kapelka Kənd Şoru 400 q","2.29","2.85","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/8bb1b180-3c8a-11f0-961b-e2fd18db6c69_shor_photoroom.png","images/molo_naya_kapelka_k_nd__oru_400_q_666.png"
"668","Araz Torgovaya","Tac Qaymaqlı Şor 400 qr","2.29","2.85","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/161521b6-e23d-11ef-a1ba-8e9d0c5bbf98_1000115247.jpg","images/tac_qaymaql___or_400_qr_667.jpg"
"669","Araz Torgovaya","Colgate Diş Məcunu Üçqat Təsir 100ml","2.18","2.90","25%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/c41132a2-93a7-11f0-85fd-de1c99b8f45b_1000140017.jpg","images/colgate_di__m_cunu___qat_t_sir_100ml_668.jpg"
"670","Araz Torgovaya","Ace Normal 1lt","2.65","2.95","10%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/9c4724b6-b5d2-11ee-85d0-6a3d4eb25513_11111.png","images/ace_normal_1lt_669.png"
"671","Araz Torgovaya","Ace Bahar Kokulu 1lt","2.65","2.95","10%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/0e018d80-b5d3-11ee-9e1d-668dbe08ff68_11111.png","images/ace_bahar_kokulu_1lt_670.png"
"672","Araz Torgovaya","Vitalia Bar Moruq Van Bit Sok Gltsz 35gr","1.89","2.95","36%","No image",""
"673","Araz Torgovaya","Aromaks Oto Cam Suyu 1000ml","2.19","2.99","27%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/988d3470-f805-11ef-8d4b-c2b169965b8c_1000114683.jpg","images/aromaks_oto_cam_suyu_1000ml_672.jpg"
"674","Araz Torgovaya","Bloom Təmizlik Bezi Naxışlı 6əd.","2.30","2.99","23%","No image",""
"675","Araz Torgovaya","Spark Alüminium Folqa 8m","2.45","2.99","18%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/b0661ba6-f810-11ef-850c-26fb037299e0_1000018726.jpg","images/spark_al_minium_folqa_8m_674.jpg"
"676","Araz Torgovaya","Za Rodinu Kilka V Tomat.souse.240qr","1.99","3.00","34%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/19183824-b130-11ee-a18b-ba8497e106c1_11111.png","images/za_rodinu_kilka_v_tomat_souse_240qr_675.png"
"677","Araz Torgovaya","Coconut Chamak Saray","1.99","3.00","34%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/0800c9ac-c012-11ee-8dcb-ba056f27bd4d_11111.png","images/coconut_chamak_saray_676.png"
"678","Araz Torgovaya","Keramik Qayıq Qabı 12","1.49","3.00","50%","No image",""
"679","Araz Torgovaya","Smart Krem Banka Black 60ml","2.69","3.09","13%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/e5ff9e50-f8c8-11ef-96ff-96e63fc94a0d_1000017779.jpg","images/smart_krem_banka_black_60ml_678.jpg"
"680","Araz Torgovaya","Gunz Konfet Tropicolli Burger 50qr","2.35","3.15","25%","https://image-resizer-proxy.development.dev.woltapi.com/wolt-dev-development-restaurant-api-menu-images/menu-images/62ac40c35daa642602a0231b/0e380334-9547-11ef-a9f2-7a552295d68c_4000512008903.jpg","images/gunz_konfet_tropicolli_burger_50qr_679.jpg"
"681","Araz Torgovaya","Passim Altay Qarabaşaq 800qr","1.79","3.20","44%","https://wolt-menu-images-cdn.wolt.com/menu-images/60c2e6054e858ffd60a57f75/3d74ca4c-e23b-11ef-b76b-96d8480de989_1000013320.jpg","images/passim_altay_qaraba_aq_800qr_680.jpg"
"682","Araz Torgovaya","Final Qarg Deneleri.425ml","2.75","3.25","15%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/1839db82-b13b-11ee-9a41-76f6ec0b9842_11111.png","images/final_qarg_deneleri_425ml_681.png"
"683","Araz Torgovaya","Arko Krem Avokado Yağı 60ml","2.49","3.25","23%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/f95e09ac-bb5f-11ee-83c5-16345775c6a2_11111.png","images/arko_krem_avokado_ya___60ml_682.png"
"684","Araz Torgovaya","Bombbar Vitamin Drink - Alma 330ml","2.79","3.30","15%","https://image-resizer-proxy.development.dev.woltapi.com/wolt-dev-development-restaurant-api-menu-images/menu-images/62ac40c35daa642602a0231b/10d73ad8-9542-11ef-a135-be546b9954b2_4610169562118.jpg","images/bombbar_vitamin_drink___alma_330ml_683.jpg"
